,MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Year,Director,Stars
2095,Mobeomhyungsa,"Actio , Drama, Mystery",7.5,A drama about the race betwee  people who wa t to get closer to the truth a d those who wa t to cover it up.,"Stars:
So  Hyeo -ju, 
Seu g-jo Ja g, 
Elliya Lee, 
Seu g-Hyeo  Ji",488.0,60.0,2020,,"So  Hyeo -ju, 
Seu g-jo Ja g, 
Elliya Lee, 
Seu g-Hyeo  Ji"
2096,Midnight at the Magnolia,"Comedy, Roma ce",5.8,Lo gtime frie ds a d local radio hosts Maggie a d Jack fake it as a couple for their families a d liste ers i  hopes of getti g their show sy dicated.,"Director:
Max McGuire
| 
    Stars:
Natalie Hall, 
Eva  Williams, 
Joh  A drews, 
Aliso  Brooks",4392.0,87.0,2020,Max McGuire,"Natalie Hall, 
Eva  Williams, 
Joh  A drews, 
Aliso  Brooks"
2097,Betaal,"Actio , Horror, Thriller",5.4,A remote village becomes the are a of a breathless battle whe  a  u dead East I dia Compa y officer a d his battalio  of zombie redcoats attack a squad of moder -day soldiers.,"Stars:
Vi eet Kumar Si gh, 
Aaha a Kumra, 
Suchitra Pillai, 
Jati  Goswami",8261.0,46.0,2020–,,"Vi eet Kumar Si gh, 
Aaha a Kumra, 
Suchitra Pillai, 
Jati  Goswami"
2098,Dealin' with Idiots,Comedy,5.4,"After experie ci g the i sa ity of the adults co  ected to his so 's baseball team, a comedia  researches for a comedy movie about them.","Director:
Jeff Garli 
| 
    Stars:
Jeff Garli , 
Steve Agee, 
Gi a Gersho , 
Jami Gertz",1306.0,88.0,2013,Jeff Garli,"Jeff Garli , 
Steve Agee, 
Gi a Gersho , 
Jami Gertz"
2099,Trailer Park Boys: The Animated Series,"A imatio , Comedy",7.5,"Nova Scotia's favorite miscrea ts have always bee  super sketchy. Now, carryi g o  from the Seaso  12 fi ale, the boys have become complete cartoo s.","Stars:
Joh  Paul Tremblay, 
Robb Wells, 
Mike Smith, 
Patrick Roach",2531.0,25.0,2019–2020),,"Joh  Paul Tremblay, 
Robb Wells, 
Mike Smith, 
Patrick Roach"
2100,Smurfs,"A imatio , Adve ture, Comedy",7.2,"The Smurfs are ti y blue creatures that live i  mushroom houses i  a peaceful forest. They repeatedly try to outwit Gargamel, a  evil sorcerer, his appre tice, Scruple, a d his ma gy cat, Azrael.","Stars:
Do  Messick, 
Da  y Goldma , 
Lucille Bliss, 
Fra k Welker",16790.0,30.0,1981–1989),,"Do  Messick, 
Da  y Goldma , 
Lucille Bliss, 
Fra k Welker"
2101,The Good Nurse,"Crime, Drama, Mystery",6.0,A  i famous caregiver is implicated i  the deaths of hu dreds of hospital patie ts.,"Director:
Tobias Li dholm
| 
    Stars:
Jessica Chastai , 
Eddie Redmay e, 
Kim Dicke s, 
Noah Emmerich",21652.736861313868,79.0,2022,Tobias Li dholm,"Jessica Chastai , 
Eddie Redmay e, 
Kim Dicke s, 
Noah Emmerich"
2102,Glacé,"Crime, Drama, Mystery",6.3,A grisly fi d atop a mou tai  i  the Fre ch Pyre ees leads i vestigator Marti  Servaz i to a twisted da ce with a serial killer i  this icy thriller.,"Stars:
Charles Berli g, 
Julia Piato , 
Pascal Greggory, 
Ni a Meurisse",3384.0,52.0,2016–,,"Charles Berli g, 
Julia Piato , 
Pascal Greggory, 
Ni a Meurisse"
2103,Yuyeolui eumagaelbeom,"Drama, Roma ce",7.1,"I  1994 duri g the IMF crisis, two people meet while excha gi g stories o  a radio program. They fall i  love, but ca 't quite seem to get the timi g right.","Director:
Ji-woo Ju g
| 
    Stars:
Kim Go-eu , 
Ju g Hae-I , 
Park Hae-joo , 
Kim Guk-Hee",2822.0,122.0,2019,Ji-woo Ju g,"Kim Go-eu , 
Ju g Hae-I , 
Park Hae-joo , 
Kim Guk-Hee"
2104,Love on the Spectrum,"Docume tary, Reality-TV, Roma ce",8.5,"A four-part docume tary series followi g you g adults o  the autism spectrum as they explore the u predictable world of love, dati g a d relatio ships.","Stars:
Michael Theo, 
Kelvi  Wo g, 
Mark Radbur , 
Chloe Hatch",3333.0,79.0,2019–,,"Michael Theo, 
Kelvi  Wo g, 
Mark Radbur , 
Chloe Hatch"
2105,Ju-on: Origins,"Drama, Horror, Mystery",6.1,"Ho jo Haruka is a rookie actress. She hears the sou ds of footsteps at  ight i  her house. Whe  she lear s of psychic researcher Odajima Yasuo from a TV variety program, she seeks cou seli g from him about her problem.","Stars:
Yoshiyoshi Arakawa, 
Yui a Kuroshima, 
Seiko Iwaidô, 
Dorah Fi e",3932.0,30.0,2020,,"Yoshiyoshi Arakawa, 
Yui a Kuroshima, 
Seiko Iwaidô, 
Dorah Fi e"
2106,Coisa Mais Linda,"Drama, Roma ce",7.9,"After the disappeara ce of her husba d, Maria Luiza ope s a Bossa Nova club i  defia ce of her  ormally co servative demea or.","Stars:
Maria Casadevall, 
Pathy Dejesus, 
Mel Lisboa, 
Lea dro Lima",3071.0,45.0,2019–,,"Maria Casadevall, 
Pathy Dejesus, 
Mel Lisboa, 
Lea dro Lima"
2107,Mercy,"Drama, Mystery, Thriller",4.2,"Whe  four estra ged brothers retur  home to say their last goodbye to their dyi g mother, Grace, hidde  motivatio s reveal themselves.","Director:
Chris Sparli g
| 
    Stars:
James Wolk, 
Tom Lipi ski, 
Caitli  FitzGerald, 
Mike Do ova",3165.0,90.0,2016,Chris Sparli g,"James Wolk, 
Tom Lipi ski, 
Caitli  FitzGerald, 
Mike Do ova"
2108,Sisters,Drama,7.5,"Sisters follows the story of three wome  who discover that they are sisters. Julia fi ds out that her Nobel prize wi  i g father secretly used his ow  sperm i  a  umber of ""I  Vitro Fertilisatio "" procedures.","Stars:
Lucy Durack, 
A to ia Prebble, 
Maria A gelico, 
Da  Spielma",1554.0,60.0,2017,,"Lucy Durack, 
A to ia Prebble, 
Maria A gelico, 
Da  Spielma"
2109,Bankier van het verzet,"Biography, Drama, War",6.9,"I  Nazi-occupied Amsterdam, ba ker brothers Walrave  a d Gijs va  Hall face their greatest challe ge yet whe  they decide to help fu d the Dutch resista ce.","Director:
Joram Lürse 
| 
    Stars:
Jacob Derwig, 
Barry Atsma, 
Fockeli e Ouwerkerk, 
Pierre Bokma",8574.0,123.0,2018,Joram Lürse,"Jacob Derwig, 
Barry Atsma, 
Fockeli e Ouwerkerk, 
Pierre Bokma"
2110,Kiss the Ground,Docume tary,8.3,"A revolutio ary group of activists, scie tists, farmers, a d politicia s ba d together i  a global moveme t of ""Rege erative Agriculture"" that could bala ce our climate, reple ish our vast water supplies, a d feed the world","Directors:
Joshua Tickell, 
Rebecca Harrell Tickell
| 
    Stars:
Woody Harrelso , 
Ray Archuleta, 
Joh  Wick, 
Kristi  Ohlso",5736.0,84.0,2020,"Joshua Tickell, 
Rebecca Harrell Tickell","Woody Harrelso , 
Ray Archuleta, 
Joh  Wick, 
Kristi  Ohlso"
2111,Habaekui Shinboo,"Fa tasy, Roma ce",6.9,"The Water God Habaek visits earth to fulfill his missio  with the help of his serva t i  the huma  world,  amed psychiatrist Yoo  So Ah, whose a cestor have promised to serve The Water God ...                See full summary »","Stars:
Nam Joo-Hyuk, 
Ju-hwa  Lim, 
Kyu Su  Park, 
Shi  Se-Kyu g",1921.0,70.0,2017,,"Nam Joo-Hyuk, 
Ju-hwa  Lim, 
Kyu Su  Park, 
Shi  Se-Kyu g"
2112,Zero,"Actio , Comedy, Drama",5.7,"A tee  with the power of i visibility is dragged i to a small-time crimi al's quest to rule the  eighborhood, a d gets to k ow a mysterious art stude t.","Stars:
Giuseppe Dave Seke, 
Harou  Fall, 
Beatrice Gra  ò, 
Dyla  Mago",1047.0,27.0,2021–,,"Giuseppe Dave Seke, 
Harou  Fall, 
Beatrice Gra  ò, 
Dyla  Mago"
2113,Shimoneta to Iu gainen ga sonzai shinai taikutsu na sekai,"A imatio , Comedy",7.0,"Ta ukichi Okuma is roped i to joi i g a  obsce e terrorist orga izatio  be t o  the destructio  of everythi g that his  ew school sta ds for, the most prestigious public morals school.","Stars:
Yûsuke Kobayashi, 
Shizuka Ishigami, 
Jamie Marchi, 
Miyu Matsuki",1797.0,22.0,2015–,,"Yûsuke Kobayashi, 
Shizuka Ishigami, 
Jamie Marchi, 
Miyu Matsuki"
2114,Misaeng,Drama,8.6,"This a Drama series about a group of co-workers i  their twe ties who started their job at a big multi atio al compa y. This is a story about their everyday life, about their jour ey each day at the office.","Stars:
Si-wa  Yim, 
Lee Su g-mi , 
Ka g So-ra, 
Ka g Ha-Neul",1509.0,60.0,2014,,"Si-wa  Yim, 
Lee Su g-mi , 
Ka g So-ra, 
Ka g Ha-Neul"
2115,Mr. Roosevelt,Comedy,6.3,"After a loved o e falls ill, 25 year old struggli g comedia  Emily Marti  retur s to her college tow  of Austi , Texas a d must come to terms with her past while stayi g with her ex-boyfrie d a d his  ew girlfrie d.","Director:
Noël Wells
| 
    Stars:
Noël Wells, 
Nick Thu e, 
Britt Lower, 
Da iella Pi eda",3033.0,90.0,2017,Noël Wells,"Noël Wells, 
Nick Thu e, 
Britt Lower, 
Da iella Pi eda"
2116,She,"Crime, Drama",6.5,A  u dercover assig me t to expose a drug ri g becomes a timid Mumbai co stable's road to empowerme t as she realizes her dorma t sexuality's pote tial.,"Stars:
Dawood Kha , 
Aditi Sudhir Poha kar, 
Vijay Varma, 
Vishwas Ki i",3086.0,36.0,2020–,,"Dawood Kha , 
Aditi Sudhir Poha kar, 
Vijay Varma, 
Vishwas Ki i"
2117,Si shi qing chun,"A imatio , Drama, Roma ce",6.6,Three differe t stories of youth set i  differe t cities of Chi a.,"Directors:
Haoli g Li, 
Yoshitaka Takeuch, 
Xiaoxi g Yi
| 
    Stars:
George Ackles, 
Taito Ba , 
Dorothy Elias-Fah , 
Matt Fowler",6342.0,74.0,2018,"Haoli g Li, 
Yoshitaka Takeuch, 
Xiaoxi g Yi","George Ackles, 
Taito Ba , 
Dorothy Elias-Fah , 
Matt Fowler"
2118,Mystery Science Theater 3000: The Return,"Comedy, Drama, Horror",8.0,Ki ga Forrester co ti ues the B-movie watchi g experime ts of her father a d gra dmother o  a  ew test subject aboard the Satellite Of Love.,"Stars:
Felicia Day, 
Patto  Oswalt, 
Jo ah Ray, 
Baro  Vaugh",3405.0,90.0,2017–2018),,"Felicia Day, 
Patto  Oswalt, 
Jo ah Ray, 
Baro  Vaugh"
2119,Carnaval,Comedy,3.9,"After a breakup, a  i flue cer takes her frie ds o  a free trip to Bahia's vibra t Car ival, where she lear s life's  ot just about social media likes.","Director:
Lea dro Neri
| 
    Stars:
Alexa dre Moreira, 
A tô io Rafaski, 
Bru a I oce cio, 
Diogo Baleeiro",679.0,94.0,2021,Lea dro Neri,"Alexa dre Moreira, 
A tô io Rafaski, 
Bru a I oce cio, 
Diogo Baleeiro"
2120,Geunyeoneun yeppeodda,"Comedy, Roma ce",7.7,"Whe  Ji Su g-Joo  was you g, he was ugly. As he grew up, he bega  to have a  attractive appeara ce. Whe  Kim Hye-Ji  was you g, she was pretty. As she grew up, she became ugly. Ji Su g-Joo  tries to fi d his first love.","Stars:
Hwa g Jeo g-eum, 
Seo Ju  Park, 
Ju -hee Ko, 
Si Wo  Choi",4012.0,60.0,2015,,"Hwa g Jeo g-eum, 
Seo Ju  Park, 
Ju -hee Ko, 
Si Wo  Choi"
2121,Fariña,"Crime, Drama, Thriller",7.9,"It takes place i  the Galicia (Spai ) of the 80s, whe  the fishi g sector was tra sformed a d ma y of the shipow ers became i debted. This situatio  will be favorable for the start of activities such as co traba d a d drug trafficki g.","Stars:
Javier Rey, 
Tristá  Ulloa, 
A to io Durá  'Morris', 
Carlos Bla co",3399.0,95.0,2018,,"Javier Rey, 
Tristá  Ulloa, 
A to io Durá  'Morris', 
Carlos Bla co"
2122,True Spirit,"Adve ture, Biography, Drama",6.0,"The story of Australia  tee ager, Jessica Watso , the you gest perso  ever to sail solo,  o -stop arou d the world.","Director:
Sarah Spilla e
| 
    Stars:
A  a Paqui , 
Cliff Curtis, 
Teaga  Croft, 
Josh Lawso",21652.736861313868,79.0,Unknown,Sarah Spilla e,"A  a Paqui , 
Cliff Curtis, 
Teaga  Croft, 
Josh Lawso"
2123,Why Did You Kill Me?,"Docume tary, Crime",5.6,The li e betwee  justice a d reve ge blurs whe  a devastated family uses social media to track dow  the people who killed 24-year-old Crystal Theobald.,"Director:
Fredrick Mu k
| 
    Stars:
Beli da La e, 
Justi  Theobald, 
Jaimie, 
Crystal Theobald",3378.0,83.0,2021,Fredrick Mu k,"Beli da La e, 
Justi  Theobald, 
Jaimie, 
Crystal Theobald"
2124,Rodney & Sheryl,Unknown,6.0,"Based o  the u believable true story of serial killer Rod ey Alcala. Detectives have estimated Alcala's body cou t to be  orth of 130 victims. Despite bei g i  the midst of a killi g spree,...                See full summary »","Director:
Chloe Oku o
| 
    Star:
A  a Ke drick",21652.736861313868,79.0,Unknown,Chloe Oku o,
2125,Bombay Begums,Drama,4.9,"Set i  co temporary urba  I dia, five wome , across ge eratio s, wrestle with desire, ethics, perso al crises a d vul erabilities to ow  their ambitio .","Stars:
Pooja Bhatt, 
Shaha a Goswami, 
Amruta Subhash, 
Plabita Borthakur",3615.0,50.0,2021–,,"Pooja Bhatt, 
Shaha a Goswami, 
Amruta Subhash, 
Plabita Borthakur"
2126,First Kill,"Drama, Horror, Mystery",6.0,"I  First Kill, whe  it's time for tee age vampire Juliette to make her first kill so she ca  take her place amo g a powerful vampire family, she sets her sights o  a  ew girl i  tow   amed ...                See full summary »","Stars:
Jo as Dyla  Alle , 
Gracie Dzie  y, 
Domi ic Goodma , 
Sarah Catheri e Hook",21652.736861313868,60.0,Unknown,,"Jo as Dyla  Alle , 
Gracie Dzie  y, 
Domi ic Goodma , 
Sarah Catheri e Hook"
2127,Blanche comme neige,"Comedy, Drama",5.3,"Claire, a beautiful you g woma  works at her late father's hotel that is  ow ma aged by her evil stepmother Maud. Claire u witti gly sparks u co trollable jealousy i  Maud, whose you g ...                See full summary »","Director:
A  e Fo tai e
| 
    Stars:
Lou de Laâge, 
Isabelle Huppert, 
Charles Berli g, 
Damie  Bo  ard",921.0,112.0,2019,A  e Fo tai e,"Lou de Laâge, 
Isabelle Huppert, 
Charles Berli g, 
Damie  Bo  ard"
2128,Ban-deu-si jab-neun-da,"Crime, Drama, Mystery",6.6,"Sim Deok-soo is a grumpy la dlord ru  i g a ru -dow  apartme t complex. Sudde ly his te a ts begi  disappeari g u der suspicious circumsta ces. A retired ex-detective shows up, claimi g a serial murderer from 30 years back has retur ed.","Director:
Ho g-seo  Kim
| 
    Stars:
Yu -shik Baek, 
Do g-il Su g, 
Ho-ji  Chu , 
Hye-I  Kim",2511.0,110.0,2017,Ho g-seo  Kim,"Yu -shik Baek, 
Do g-il Su g, 
Ho-ji  Chu , 
Hye-I  Kim"
2129,Roohi,"Comedy, Horror",4.3,"Hired to kid ap a bride, two bumbli g pals face a wacky predicame t whe  o e falls for their abductee - a d the other, for the spirit possessi g her.","Director:
Hardik Mehta
| 
    Stars:
Rajkummar Rao, 
Varu  Sharma, 
Ja hvi Kapoor, 
Alexx O'Nell",6809.0,134.0,2021,Hardik Mehta,"Rajkummar Rao, 
Varu  Sharma, 
Ja hvi Kapoor, 
Alexx O'Nell"
2130,Contracted,"Drama, Horror, Thriller",5.3,"After bei g drugged a d raped at a party, a you g woma  co tracts what she thi ks is a  STD; but, it's actually somethi g much worse.","Director:
Eric E gla d
| 
    Stars:
Najarra Tow se d, 
Caroli e Williams, 
Alice Macdo ald, 
Matt Mercer",14668.0,84.0,2013,Eric E gla d,"Najarra Tow se d, 
Caroli e Williams, 
Alice Macdo ald, 
Matt Mercer"
2131,Uncorked,Drama,6.3,Elijah must bala ce his dream of becomi g a master sommelier with his father's expectatio s that he carry o  the family's Memphis BBQ joi t.,"Director:
Pre tice Pe  y
| 
    Stars:
Court ey B. Va ce, 
Lashu  Pollard, 
Michael Mobley, 
Robert Cox",4839.0,104.0,2020,Pre tice Pe  y,"Court ey B. Va ce, 
Lashu  Pollard, 
Michael Mobley, 
Robert Cox"
2132,Vaioretto evâgâden gaiden: Eien to jidou shuki ningyou,"A imatio , Drama, Family",7.5,"Violet Evergarde , a former soldier retur ed from war, comes to teach at a wome 's academy a d cha ges a you g girl's life.","Directors:
Haruka Fujita, 
Taichi Ishidate
| 
    Stars:
Yui Ishikawa, 
Bob Buchholz, 
Kira Buckla d, 
Reba Buhr",3148.0,90.0,2019,"Haruka Fujita, 
Taichi Ishidate","Yui Ishikawa, 
Bob Buchholz, 
Kira Buckla d, 
Reba Buhr"
2133,XX,Horror,4.6,Four short horror films that are directed a d writte  by wome .,"Directors:
Roxa  e Be jami , 
Sofìa Carrillo, 
Kary  Kusama, 
St. Vi ce t, 
Jova ka Vuckovic
| 
    Stars:
Natalie Brow , 
Jo atha  Watto , 
Peter DaCu ha, 
Peyto  Ke  edy",11394.0,80.0,2017,"Roxa  e Be jami , 
Sofìa Carrillo, 
Kary  Kusama, 
St. Vi ce t, 
Jova ka Vuckovic","Natalie Brow , 
Jo atha  Watto , 
Peter DaCu ha, 
Peyto  Ke  edy"
2134,Iris,"Drama, Thriller",6.1,"Iris, you g wife of a ba ker, disappears i  Paris. Maybe a mecha ic with ma y debts is i volved i  the stra ge affair. A really complicated job for the police.","Director:
Jalil Lespert
| 
    Stars:
Romai  Duris, 
Charlotte Le Bo , 
Jalil Lespert, 
Camille Cotti",3831.0,99.0,2016,Jalil Lespert,"Romai  Duris, 
Charlotte Le Bo , 
Jalil Lespert, 
Camille Cotti"
2135,Tallulah,"Comedy, Drama, Roma ce",6.7,"Desperate to be rid of her toddler, a dissatisfied Ma hatta  housewife hires a stra ger to babysit a d e ds up getti g much more tha  she bargai ed for.","Director:
Sia  Heder
| 
    Stars:
Elliot Page, 
Alliso  Ja  ey, 
Tammy Bla chard, 
Eva  Jo igkeit",19219.0,111.0,2016,Sia  Heder,"Elliot Page, 
Alliso  Ja  ey, 
Tammy Bla chard, 
Eva  Jo igkeit"
2136,100 metros,"Biography, Comedy, Drama",7.5,"Based o  true eve ts, a Spa ish ma  with multiple sclerosis who tried to fi ish a  Iro -Ma  competitio  despite he was told that he could  ot make 100 meters.","Director:
Marcel Barre a
| 
    Stars:
Da i Rovira, 
Karra Elejalde, 
Alexa dra Jimé ez, 
David Verdaguer",5856.0,108.0,2016,Marcel Barre a,"Da i Rovira, 
Karra Elejalde, 
Alexa dra Jimé ez, 
David Verdaguer"
2137,Marlon,Comedy,7.1,"A lovi g but immature father with a larger-tha -life perso ality is committed to co-pare ti g his two kids with his very-together ex-wife. For Marlo , family always comes first--eve  if he's the biggest kid of all.","Stars:
Marlo  Waya s, 
Esse ce Atki s, 
Bresha Webb, 
Diallo Riddle",3738.0,22.0,2017–2018),,"Marlo  Waya s, 
Esse ce Atki s, 
Bresha Webb, 
Diallo Riddle"
2138,La Corazonada,"Crime, Thriller",5.4,"Pipa begi s her career as a police detective alo gside her me tor, the co troversial detective Fra cisco Juá ez. Together they must solve the viole t murder of a 19-year-old girl.","Director:
Aleja dro Mo tiel
| 
    Stars:
Luisa a Lopilato, 
Joaquí  Furriel, 
Rafael Ferro, 
Maite La ata",2361.0,116.0,2020,Aleja dro Mo tiel,"Luisa a Lopilato, 
Joaquí  Furriel, 
Rafael Ferro, 
Maite La ata"
2139,Hou lai de wo men,"Drama, Roma ce",7.4,"Duri g the hectic chu yu  period, 2 stra gers traveli g home meet o  the trai .","Director:
Re e Liu
| 
    Stars:
Bora  Ji g, 
Do gyu Zhou, 
Zhua gzhua g Tia , 
Zhemi g Qu",3425.0,120.0,2018,Re e Liu,"Bora  Ji g, 
Do gyu Zhou, 
Zhua gzhua g Tia , 
Zhemi g Qu"
2140,Palmeras en la nieve,"Drama, Roma ce",7.4,"After the death of her father, a you g Spa ish woma  discovers a partial letter. As she searches for the a swers, she embarks o  a jour ey that takes her back to Africa, where she u folds the secrets of her family.","Director:
Fer a do Go zález Moli a
| 
    Stars:
Mario Casas, 
Adria a Ugarte, 
Macare a García, 
Alai  Her á dez",11309.0,163.0,2015,Fer a do Go zález Moli a,"Mario Casas, 
Adria a Ugarte, 
Macare a García, 
Alai  Her á dez"
2141,Mascots,Comedy,5.8,A look i to the world of competitive mascots.,"Director:
Christopher Guest
| 
    Stars:
Zach Woods, 
Way e Wilderso , 
Sarah Baker, 
Michael Hitchcock",6973.0,89.0,2016,Christopher Guest,"Zach Woods, 
Way e Wilderso , 
Sarah Baker, 
Michael Hitchcock"
2142,Enrico Piaggio: Vespa,"Biography, Drama, Roma ce",6.9,"The life of E rico Piaggio a d the story of the most famous scooter i  the world ""VESPA""","Director:
Umberto Mari o
| 
    Stars:
Viola te Placido, 
Beatrice Gra  ò, 
Alessio Bo i, 
Fra cesco Pa  ofi o",2353.0,102.0,2019,Umberto Mari o,"Viola te Placido, 
Beatrice Gra  ò, 
Alessio Bo i, 
Fra cesco Pa  ofi o"
2143,Nobel,"Drama, Thriller, War",8.1,"I  NOBEL, two stories carefully i tertwi e as a retur i g soldier a d family ma  becomes a paw  i  a political i ter atio al game. As the stakes grow higher he is forced to discover just how far o e should go i  the  ame of peace.","Stars:
Aksel He  ie, 
Atheer Adel, 
Mohammad-Ali Behboudi, 
Da ica Curcic",6041.0,45.0,2016,,"Aksel He  ie, 
Atheer Adel, 
Mohammad-Ali Behboudi, 
Da ica Curcic"
2144,Gnome Alone,"A imatio , Adve ture, Comedy",5.6,"Whe  Chloe discovers that her  ew home's garde  g omes are  ot what they seem, she must decide betwee  the pursuit of a desired high school life a d taki g up the fight agai st the Troggs.","Director:
Peter Lepe iotis
| 
    Stars:
Becky G, 
Josh Peck, 
Tara Stro g, 
Olivia Holt",3115.0,85.0,2017,Peter Lepe iotis,"Becky G, 
Josh Peck, 
Tara Stro g, 
Olivia Holt"
